Film,Year,URL Encoded name,Image File Name,Agency Credit,Artist Credit,Director/Filmmaker Name,Director/Filmmaker IMDB Link,Location Display Text,LATITUDE,LONGITUDE,Borough,Neighborhood,Scene Type,Media,IMDB LINK,Client or book location indicator,Notes,Book Image,Book Page,Display?,IMAGE OF LOCATION,ratings,Awards,Box Office,Director,Genre,Language,Plot,Poster,Rated,Runtime,imdbID,imdbVotes
The Landlord,1970,The%20Landlord,TheLandlord_pf,Courtesy of Photofest,Directed by,Hal Ashby,http://imdb.com/name/nm0000797/,51 Prospect Pl.<br>Brooklyn,40.679728,-73.975974,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0065963/,"51 Prospect Place, off Sixth Avenue",poor quality,Y,172-173,0,Y,8.0,N/A,N/A,"Drew Antzis, Adam McKay","Short, Comedy",0.0,An angry landlord hassles her behind-in-rent tenant.,https://m.media-amazon.com/images/M/MV5BZDMzNWMwNjgtNWE1NC00OWIwLWIzNzQtYmY3ZmNlZmU4ZDUyXkEyXkFqcGdeQXVyMzAzODY0NzE@._V1_SX300.jpg,Not Rated,3 min,tt1160329,"4,583"
The Lost Weekend,1945,The%20Lost%20Weekend,0,0,Directed by,Billy Wilder,http://imdb.com/name/nm0000697/,Third Ave. from E. 55th to 110th St.<br>Upper East Side to E. Harlem<br>Manhattan,40.759,-73.9685,Manhattan,Upper East Side,0,Film,http://imdb.com/title/tt0037884/,"Third Avenue from 55th to 110th Street,",0,Y,32,0,N,7.9,Won 4 Oscars. Another 12 wins & 3 nominations.,N/A,Billy Wilder,"Drama, Film-Noir",0.0,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg,Passed,101 min,tt0037884,"33,148"
The Naked City,1948,The%20Naked%20City,TheNaked_City_01_pf,Courtesy of Photofest,Directed by,Jules Dassin,http://imdb.com/name/nm0202088/,Williamsburg Bridge<br>Brooklyn,40.71132094,-73.96457434,Brooklyn,Brooklyn,0,Film,http://imdb.com/title/tt0040636/,Williamsburg Bridge,We have another photo,Y,34,0,Y,7.6,Won 2 Oscars. Another 1 win & 4 nominations.,N/A,Jules Dassin,"Crime, Drama, Film-Noir, Mystery, Thriller",0.0,A step-by-step look at a murder investigation on the streets of New York.,https://m.media-amazon.com/images/M/MV5BOTFkODExODktYWFiNS00ZTE1LWJhYzEtYmE2MTBkYzk2YWNhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Not Rated,96 min,tt0040636,"11,953"
The Night They Raided Minsky's ,1968,The%20Night%20They%20Raided%20Minsky%27s%20,TheNightTheyRaided_pf,Courtesy of Photofest,Directed by,William Friedkin,http://imdb.com/name/nm0001243/,"E. 26th St. near Second Ave.<br>Manhattan
",40.739701,-73.97893499999998,Manhattan,Midtown,Historic Recreations,Film,http://www.imdb.com/title/tt0063348/,26th Street bet First and Second Aves.,0,Y,148,0,Y,6.1,N/A,N/A,William Friedkin,Comedy,0.0,A naive Amish young woman runs away from her home in Pennsylvania to New York City where she hopes to act in religious stage plays but ends up performing in Burlesque theatre.,https://m.media-amazon.com/images/M/MV5BNjAyNDA1MDc3MF5BMl5BanBnXkFtZTcwMTgxOTM2NA@@._V1_SX300.jpg,PG-13,99 min,tt0063348,"1,397"
The Panic in Needle Park,1971,The%20Panic%20in%20Needle%20Park,ThePanicinNeedlePark_pf,Courtesy of Photofest,Directed by,Jerry Schatzberg,http://imdb.com/name/nm0770234/,W. 72nd St. and Broadway<br>Upper West Side<br>Manhattan,40.7788,-73.9821,Manhattan,Upper West Side,0,Film,http://www.imdb.com/title/tt0067549/,72nd street and Broadway,poor quality,Y,218-219,0,Y,7.1,1 win & 1 nomination.,N/A,Jerry Schatzberg,Drama,0.0,"Follows the lives of heroin addicts who frequent ""Needle Park"" in New York City.",https://m.media-amazon.com/images/M/MV5BZTFkYTRmNGYtZDU3OS00NTQ5LTg3YTktYzI5MjI5YmUxYjAxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,PG,110 min,tt0067549,"15,904"
The Pawnbroker,1965,The%20Pawnbroker,0,0,Directed by,Sidney Lumet,http://imdb.com/name/nm0001486/,Park Ave. and E. 116th St.<br>Harlem<br>Manhattan,40.79935,-73.94325,Manhattan,Harlem,0,Film,http://imdb.com/title/tt0059575/,Park Avenue and 116th Street,0,Y,50,0,N,7.7,Nominated for 1 Oscar. Another 6 wins & 8 nominations.,N/A,Sidney Lumet,Drama,0.0,"A Jewish pawnbroker, victim of Nazi persecution, loses all faith in his fellow man until he realizes too late the tragedy of his actions.",https://m.media-amazon.com/images/M/MV5BNDA3NDgxMzQtOGNkOS00N2U0LWExMGItNGJkNzYxMDU5NjQ4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Approved,116 min,tt0059575,"8,189"
The Prisoner of Second Avenue,1975,The%20Prisoner%20of%20Second%20Avenue,ThePrisonerof2ndAve_pf,Courtesy of Photofest,Directed by,Melvin Frank,http://imdb.com/name/nm0291035/,Second Ave. and E. 87th St.<br>Upper East Side<br>Manhattan,40.7786,-73.9513,Manhattan,Upper East Side,0,Film,http://www.imdb.com/title/tt0072034/,2nd Avenue at 87th Street,0,Y,107,0,Y,6.7,Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,N/A,Melvin Frank,Comedy,0.0,A suddenly-unemployed executive suffers a nervous breakdown.,https://m.media-amazon.com/images/M/MV5BMzljNGUwNWUtYTAwYy00MzgzLTg3OGYtODk4OGM3MmFiOTczXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,PG,98 min,tt0072034,"3,009"
The Producers,1968,The%20Producers,TheProducers1_pf,Courtesy of Photofest,Directed by,Mel Brooks,http://imdb.com/name/nm0000316/,East 80's<br>Upper East Side<br>Manhattan,40.77708049,-73.95392059999998,Manhattan,Upper East Side,0,Film,http://www.imdb.com/title/tt0063462/,Lincoln Center - Columbus Avenue & 61st Street,poor quality,Y,56,0,Y,7.6,Won 1 Oscar. Another 2 wins & 5 nominations.,"$328,673",Mel Brooks,"Comedy, Music",0.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,https://m.media-amazon.com/images/M/MV5BMjI4YTQzZjAtODkzZi00ZWNiLTlkNDItNzJiY2RkNjBkYTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,PG,88 min,tt0063462,"49,700"
The Producers,1968,The%20Producers,TheProducers2_pf,Courtesy of Photofest,Directed by,Mel Brooks,http://imdb.com/name/nm0000316/,Lincoln Center Plaza<br>Upper West Side<br>Manhattan,40.77234375,-73.98341954,Manhattan,Upper West Side,0,Film,http://www.imdb.com/title/tt0063462/,Lincoln Center - Columbus Avenue & 61st Street,poor quality,Y,56,0,Y,7.6,Won 1 Oscar. Another 2 wins & 5 nominations.,"$328,673",Mel Brooks,"Comedy, Music",0.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,https://m.media-amazon.com/images/M/MV5BMjI4YTQzZjAtODkzZi00ZWNiLTlkNDItNzJiY2RkNjBkYTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,PG,88 min,tt0063462,"49,700"
The Producers,2005,The%20Producers,0,0,Directed by,Susan Stroman,http://imdb.com/name/nm0834893/,Lincoln Center Plaza<br>Upper West Side<br>Manhattan,40.77214875,-73.98319423,Manhattan,Upper West Side,0,Film,http://www.imdb.com/title/tt0395251/,Lincoln Center Plaza,0,Y,210,0,N,7.6,Won 1 Oscar. Another 2 wins & 5 nominations.,"$328,673",Mel Brooks,"Comedy, Music",0.0,A stage-play producer devises a plan to make money by producing a sure-fire flop.,https://m.media-amazon.com/images/M/MV5BMjI4YTQzZjAtODkzZi00ZWNiLTlkNDItNzJiY2RkNjBkYTk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,PG,88 min,tt0063462,"49,700"
The Professional,1994,The%20Professional,TheProfessional_ec,"Courtesy of Everett Collection, Inc.",Directed by,Luc Besson,http://imdb.com/name/nm0000108/,Manhattan,40.75421427,-73.96904826,Manhattan,Midtown,New York Moments,Film,http://imdb.com/title/tt0110413/,0,0,Y,202,N,Y,7.6,2 wins & 1 nomination.,N/A,Georges Lautner,"Action, Crime, Drama, Thriller",0.0,"Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.",https://m.media-amazon.com/images/M/MV5BYTlkOGEwY2UtMjhjYy00ZTJkLWI5NmMtZTliNWVmMmY0YmYyXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,Not Rated,108 min,tt0082949,"12,759"
The Royal Tenenbaums,2001,The%20Royal%20Tenenbaums,TheRoyalTenenbaums_pf,Courtesy of Photofest,Directed by,Wes Anderson,http://imdb.com/name/nm0027572/,Convent Ave. and 144th St.<br>Hamilton Heights<br>Manhattan,40.824,-73.9467,Manhattan,Harlem,0,Film,http://www.imdb.com/title/tt0265666/,"Covent Avenue and 144th Street, Hamilton Heights",0,Y,208,0,Y,7.6,Nominated for 1 Oscar. Another 10 wins & 45 nominations.,"$52,364,010",Wes Anderson,"Comedy, Drama",0.0,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,https://m.media-amazon.com/images/M/MV5BYmUzODQ5MGItZTZlNy00MDBhLWIxMmItMjg4Y2QyNDFlMWQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,R,110 min,tt0265666,"264,616"
The Seven Year Itch,1955,The%20Seven%20Year%20Itch,TheSevenYearItch_pf,Courtesy of Photofest,Directed by,Billy Wilder,http://imdb.com/name/nm0000697/,Lexington Ave. between 51st St. and 52nd St.<br>Midtown<br>Manhattan,40.75744885,-73.97163928,Manhattan,Midtown,0,Film,http://imdb.com/title/tt0048605/,Lexington Avenue between 51st and 52nd Streets,0,Y,38-39,0,Y,7.1,Won 1 Golden Globe. Another 3 nominations.,N/A,Billy Wilder,"Comedy, Romance",0.0,"When his family goes away for the summer, a hitherto faithful husband with an overactive imagination is tempted by a beautiful neighbor.",https://m.media-amazon.com/images/M/MV5BZTJkMTBkNmYtYjdkZi00YjU1LWE5YWMtZGZhYWVmNzk4NzY3XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg,Not Rated,105 min,tt0048605,"33,697"
The Siege,1998,The%20Siege,TheSiege_pf,Courtesy of Photofest,Directed by,Edward Zwick,http://imdb.com/name/nm0001880/,Greenpoint<br>Brooklyn,40.73025075,-73.95436049,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0133952/,"Brooklyn Bridge, Greenpooint",0,Y,184,0,Y,6.4,2 wins & 4 nominations.,"$40,981,289",Edward Zwick,"Action, Thriller",0.0,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law.",https://m.media-amazon.com/images/M/MV5BZWFiOTFkNTYtMmUyNy00OTVjLTlhMjItN2QyZGMzNzY1NTZiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,R,116 min,tt0133952,"68,072"
The Sopranos,1999-2007,The%20Sopranos,0,0,Created by,"David Chase,(more)","http://imdb.com/name/nm0153740/,http://imdb.com/title/tt0141842/fullcredits#writers","Empire Stores Park<br>Brooklyn Bridge
",40.704089,-73.993617,Brooklyn,Brooklyn,0,TV,http://www.imdb.com/title/tt0141842/,F.A.O. Schwarz - 58th and Fifth Avenue,0,Y,270-271,0,N,9.2,Won 5 Golden Globes. Another 115 wins & 309 nominations.,0,N/A,"Crime, Drama",0.0,"New Jersey mob boss Tony Soprano deals with personal and professional issues in his home and business life that affect his mental state, leading him to seek professional psychiatric counseling.",https://m.media-amazon.com/images/M/MV5BZGJjYzhjYTYtMDBjYy00OWU1LTg5OTYtNmYwOTZmZjE3ZDdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,TV-MA,55 min,tt0141842,"296,305"
The Squid and the Whale,2005,The%20Squid%20and%20the%20Whale,0,0,Directed by,Noah Baumbach,http://imdb.com/name/nm0000876/,Museum of Natural History<br>W. 79th St. and Central Park West<br>Manhattan,40.78099638,-73.97245467,Manhattan,Upper West Side,0,Film,http://www.imdb.com/title/tt0367089/,Museum of natural History 81st and Central Park West,0,Y,213,0,N,7.3,Nominated for 1 Oscar. Another 23 wins & 48 nominations.,"$7,372,734",Noah Baumbach,"Comedy, Drama",0.0,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,https://m.media-amazon.com/images/M/MV5BMjU0MzBiMDctMmU3NS00NjRkLTkzMzgtZWE3NmExZGI0MmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,R,81 min,tt0367089,"78,034"
The Taking of Pelham One Two Three,1974,The%20Taking%20of%20Pelham%20One%20Two%20Three,0,0,Directed by,Joseph Sargent,http://imdb.com/name/nm0765121/,Subway near Court St.<br>Brooklyn,40.69307721,-73.99073659999998,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0072251/,Subway near Court St.,Additional Image on p94 of the book,Y,66,0,N,7.7,Nominated for 1 BAFTA Film Award. Another 2 nominations.,N/A,Joseph Sargent,"Action, Crime, Thriller",0.0,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_SX300.jpg,R,104 min,tt0072251,"26,164"
The Warriors,1979,The%20Warriors,TheWarriors_pf,Courtesy of Photofest,Directed by,Walter Hill,http://imdb.com/name/nm0001353/,Astroland<br>Coney Island <br>Brooklyn,40.57464417,-73.97885978,Brooklyn,Brooklyn,The Subway,Film,http://www.imdb.com/title/tt0080120/,Coney Island boardwalk,poor quality,Y,136,0,Y,7.6,N/A,N/A,Walter Hill,"Action, Crime, Thriller",0.0,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,R,92 min,tt0080120,"93,111"
The Warriors,1979,The%20Warriors,TheWarriors2_pf,Courtesy of Photofest,Directed by,Walter Hill,http://imdb.com/name/nm0001353/,Subway Car<br>Coney Island<br>Brooklyn,40.5757606,-73.98127377,Brooklyn,Brooklyn,The Subway,Film,http://www.imdb.com/title/tt0080120/,Coney Island boardwalk,poor quality,Y,136,0,Y,7.6,N/A,N/A,Walter Hill,"Action, Crime, Thriller",0.0,"In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down.",https://m.media-amazon.com/images/M/MV5BYTU2MWRiMTMtYzAzZi00NGYzLTlkMDEtNWQ3MzZlNTJlNzZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,R,92 min,tt0080120,"93,111"
The Wrong Man,1956,The%20Wrong%20Man,TheWrongMan_ec,"Courtesy of Everett Collection, Inc.",Directed by,Alfred Hitchcock,http://imdb.com/name/nm0000033/,Subway at 53rd St. and Fifth Ave.<br>Midtown<br>Manhattan,40.76050449,-73.97546411,Manhattan,Midtown,0,Film,http://imdb.com/title/tt0051207/,Subway at 53rd Street and Fifth Avenue,0,Y,42,0,Y,7.4,1 win & 1 nomination.,N/A,Alfred Hitchcock,"Drama, Film-Noir",0.0,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",https://m.media-amazon.com/images/M/MV5BOWFhOTM1NDItZTMyYi00MGZiLWFjYTktOWI3YTgzNGRjY2I3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Not Rated,105 min,tt0051207,"25,369"
Three Days of the Condor,1975,Three%20Days%20of%20the%20Condor,ThreeDaysoftheCondor_ec,"Courtesy of Everett Collection, Inc.",Directed by,Sydney Pollack,http://imdb.com/name/nm0001628/,Riverside Drive<br>Upper West Side<br>Manhattan,40.81431267,-73.96185994,Manhattan,Harlem,0,Film,http://www.imdb.com/title/tt0073802/,North of 124th Street and Riverside Drive,poor quality,Y,62,0,Y,7.4,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,"$27,476,252",Sydney Pollack,"Mystery, Thriller",0.0,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",https://m.media-amazon.com/images/M/MV5BZDhhZWI5MzgtMjkwMy00NjIyLWIwYzQtMGUzMGYzMWQxOGE1XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,R,117 min,tt0073802,"47,884"
Times Square,1980,Times%20Square,TimesSquare2_pf,Courtesy of Photofest,Directed by,Allan Moyle,http://imdb.com/name/nm0610496/,W. 42nd St. between Seventh Ave. and Eighth Ave.<br>Times Square<br>Manhattan,40.75668492,-73.98842454,Manhattan,Times Square,0,Film,http://www.imdb.com/title/tt0081635/,Times Square,poor quality,Y,236,0,Y,6.8,2 nominations.,N/A,Allan Moyle,"Drama, Music",0.0,Two ill-matched teenage girls form a punk band and soon have New York City by its ears.,https://m.media-amazon.com/images/M/MV5BMzI4ZTdhY2YtYzM5OC00ZWVmLWI3OTItNTYwZWMzZDY2OWU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,111 min,tt0081635,"1,351"
Tootsie,1982,Tootsie,Tootsie_pf,Courtesy of Photofest,Directed by,Sydney Pollack,http://imdb.com/name/nm0001628/,W. 42nd between Ninth Ave. and Tenth Ave.<br>Midtown<br>Manhattan,40.75918798,-73.99477601,Manhattan,Midtown,0,Film,http://www.imdb.com/title/tt0084805/,42nd between 9th and 10th Aves,poor quality,Y,237,0,Y,7.4,Won 1 Oscar. Another 24 wins & 30 nominations.,N/A,Sydney Pollack,"Comedy, Drama, Romance",0.0,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",https://m.media-amazon.com/images/M/MV5BMTY4MGJjMTktNGM4Ni00ODliLWJlYjQtNjc4NmY2NjQ3NzEzXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,PG,116 min,tt0084805,"97,120"
Two for the Seesaw,1962,Two%20for%20the%20Seesaw,0,0,Directed by,"Robert Wise
",http://imdb.com/name/nm0936404/,Brooklyn Bridge,40.705693,-73.99630487,Manhattan,Lower Manhattan,0,Film,http://www.imdb.com/title/tt0056626/,Brooklyn Bridge,0,N,0,0,N,6.7,Nominated for 2 Oscars. Another 2 nominations.,N/A,Robert Wise,"Drama, Romance",0.0,"Jerry Ryan is wandering aimlessly around New York, having given up his law career in Nebraska when his wife asked for a divorce. He meets up with Gittel Mosca, an impoverished dancer from ...",https://m.media-amazon.com/images/M/MV5BMDYyODRhYmEtZDMwZS00N2QzLWJhYTktN2MwODY2MTU3YzU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Approved,119 min,tt0056626,"1,491"
Up the Down Staircase,1967,Up%20the%20Down%20Staircase,UpTheDownStaircase_pf,Courtesy of Photofest,Directed by,Robert Mulligan,http://imdb.com/name/nm0612322/,East Harlem (El Barrio)<br>Manhattan,40.79792464,-73.94221544,Manhattan,Harlem,0,Film,http://www.imdb.com/title/tt0062425/,East Harlem (El Barrio),0,Y,240,0,Y,7.4,1 win & 3 nominations.,N/A,Robert Mulligan,Drama,0.0,The experiences of a young female English teacher in an inner-city New York high school.,https://m.media-amazon.com/images/M/MV5BOGNiYmQyY2UtNjkwYi00OTNjLThhZTYtNjcyYzQyZmNlNWJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Approved,124 min,tt0062425,"1,781"
Up the Sandbox,1972,Up%20the%20Sandbox,UptheSandbox_pf,Courtesy of Photofest,Directed by,Irvin Kershner,http://imdb.com/name/nm0449984/,Carousel<br>Central Park<br>Manhattan,40.77056434,-73.97752404,Manhattan,Central Park,0,Film,http://www.imdb.com/title/tt0069449/,Central Park,poor quality,Y,143,0,Y,6.6,N/A,N/A,Irvin Kershner,"Comedy, Drama",0.0,A bored housewife takes refuge in a fantasy world.,https://m.media-amazon.com/images/M/MV5BNzZkZTFkZWQtYjU4YS00MmE1LThhN2EtYWNhMjUzZDAyNzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,R,97 min,tt0069449,"1,156"
Up the Sandbox,1972,Up%20the%20Sandbox,UptheSandbox2_ec,"Courtesy of Everett Collection, Inc.",Directed by,Irvin Kershner,http://imdb.com/name/nm0449984/,Riverside Park near W. 109th St.<br>Morningside Heights<br>Manhattan,40.805169,-73.96920919,Manhattan,Morningside Heights,0,Film,http://www.imdb.com/title/tt0069449/,Riverside Park,We have another photo,Y,221,0,Y,6.6,N/A,N/A,Irvin Kershner,"Comedy, Drama",0.0,A bored housewife takes refuge in a fantasy world.,https://m.media-amazon.com/images/M/MV5BNzZkZTFkZWQtYjU4YS00MmE1LThhN2EtYWNhMjUzZDAyNzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,R,97 min,tt0069449,"1,156"
Uptown Girls,2003,Uptown%20Girls,0,0,Directed by,Boaz Yakin,http://imdb.com/name/nm0945026/,Astroland<br>Coney Island <br>Brooklyn,40.57402483,-73.97888124,Brooklyn,Brooklyn,0,Film,http://www.imdb.com/title/tt0263757/,Coney Island,0,Y,138-139,0,N,6.2,2 nominations.,"$37,182,494",Boaz Yakin,"Comedy, Drama, Romance",0.0,"A grown-up woman, who kept her childish instincts and behavior, starts working as a nanny of a 8-year-old girl, who actually acts like an adult. But in the end everything turns to its right places.",https://m.media-amazon.com/images/M/MV5BODk0ODI2MTk1N15BMl5BanBnXkFtZTcwODg3Mjg3NA@@._V1_SX300.jpg,PG-13,92 min,tt0263757,"35,021"
Vanilla Sky,2001,Vanilla%20Sky,VanillaSky_pf,Courtesy of Photofest,Directed by,Cameron Crowe,http://imdb.com/name/nm0001081/,W. 45th St. and Seventh Ave.<br>Times Square<br>Manhattan,40.75787145,-73.98539901,Manhattan,Times Square,0,Film,http://www.imdb.com/title/tt0259711/,Times Square,slide,Y,185,0,Y,6.9,Nominated for 1 Oscar. Another 5 wins & 33 nominations.,N/A,Cameron Crowe,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",0.0,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,https://m.media-amazon.com/images/M/MV5BYzFlMTJjYzUtMWFjYy00NjkyLTg1Y2EtYmZkMjdlOGQ1ZGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,136 min,tt0259711,"247,377"
Wall Street,1987,Wall%20Street,WallStreet1_pf,Courtesy of Photofest,Directed by,Oliver Stone,http://imdb.com/name/nm0000231/,New York Stock Exchange<br>Exchange Place<br>Lower Manhattan,40.70605086,-74.01056349,Manhattan,Lower Manhattan,New York Landmarks,Film,http://www.imdb.com/title/tt0094291/,New York Stock Exchange - Exchange place near broadway,0,Y,169,0,Y,7.4,Won 1 Oscar. Another 9 wins & 5 nominations.,N/A,Oliver Stone,"Crime, Drama",0.0,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider who takes the youth under his wing.",https://m.media-amazon.com/images/M/MV5BNmEyZGQ4NDQtNTEzZC00MDczLWE4ZTEtYTg0ODg2NTkyMWM3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,R,126 min,tt0094291,"142,534"
Wall Street,1987,Wall%20Street,0,0,Directed by,Oliver Stone,http://imdb.com/name/nm0000231/,Broadway and Vesey St.,40.7114,-74.0086,Manhattan,Lower Manhattan,0,Film,http://www.imdb.com/title/tt0094291/,Broadway and Vesey Street,0,Y,164,0,N,7.4,Won 1 Oscar. Another 9 wins & 5 nominations.,N/A,Oliver Stone,"Crime, Drama",0.0,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider who takes the youth under his wing.",https://m.media-amazon.com/images/M/MV5BNmEyZGQ4NDQtNTEzZC00MDczLWE4ZTEtYTg0ODg2NTkyMWM3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,R,126 min,tt0094291,"142,534"
West Side Story,1961,West%20Side%20Story,WestSideStory_pf,Courtesy of Photofest,Directed by,"Robert Wise,Jerome Robbins","http://imdb.com/name/nm0936404/,http://imdb.com/name/nm0730385/",W. 68th St.<br>Upper West Side<br>Manhattan,40.77621929,-73.98391843,Manhattan,Upper West Side,0,Film,http://imdb.com/title/tt0055614/,West 68th Street,0,Y,46-47,0,Y,7.5,Won 10 Oscars. Another 18 wins & 10 nominations.,"$44,055,492","Jerome Robbins, Robert Wise","Crime, Drama, Musical, Romance",0.0,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg,Approved,153 min,tt0055614,"96,189"
West Side Story,1961,West%20Side%20Story,WestSideStory2_pf,Courtesy of Photofest,Directed by,"Robert Wise,Jerome Robbins","http://imdb.com/name/nm0936404/,http://imdb.com/name/nm0730385/",W. 68th St.<br>Upper West Side<br>Manhattan,40.77651178,-73.98512006,Manhattan,Upper West Side,0,Film,http://imdb.com/title/tt0055614/,West 68th Street,0,Y,46-47,0,Y,7.5,Won 10 Oscars. Another 18 wins & 10 nominations.,"$44,055,492","Jerome Robbins, Robert Wise","Crime, Drama, Musical, Romance",0.0,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg,Approved,153 min,tt0055614,"96,189"
When Harry Met Sally,1989,When%20Harry%20Met%20Sally%85,WhenHarryMetSally9_pf,"Courtesy of Everett Collection, Inc.",Directed by,Rob Reiner,http://www.imdb.com/name/nm0001661/,Katz's Deli<br>205 E. Houston St.<br>Manhattan,40.722322,-73.987433,Manhattan,Lower East Side,0,Film,http://www.imdb.com/title/tt0098635/,Katz's Deli - Houston Street at Ludlow St,0,Y,166-167,0,Y,7.6,Nominated for 1 Oscar. Another 4 wins & 16 nominations.,"$93,075,866",Rob Reiner,"Comedy, Drama, Romance",0.0,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,R,95 min,tt0098635,"193,919"
